"location_id","location","parameter","value","date_utc","unit","lat","long","country"
10494,"Alphington","pm25",4.34,2024-08-22 15:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",7.38,2024-08-22 14:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.87,2024-08-22 13:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",5.23,2024-08-22 12:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",5.35,2024-08-22 11:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.1,2024-08-22 10:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",1.99,2024-08-22 09:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",1.78,2024-08-22 08:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",9.3,2024-08-22 07:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",1.2,2024-08-22 06:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.71,2024-08-22 05:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.02,2024-08-22 04:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",3.31,2024-08-22 03:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",12.14,2024-08-22 02:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",8.74,2024-08-22 01:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.64,2024-08-22,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",7.42,2024-08-21 23:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",4.2,2024-08-21 22:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.11,2024-08-21 21:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",3.55,2024-08-21 20:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",4.12,2024-08-21 19:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.25,2024-08-21 18:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",1.18,2024-08-21 17:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.52,2024-08-21 16:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.79,2024-08-21 15:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",1.33,2024-08-21 14:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",4.25,2024-08-21 13:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.21,2024-08-21 12:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.72,2024-08-21 11:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",6.32,2024-08-21 10:00:00,"µg/m³",-37.7784081,145.0306,"AU"
10494,"Alphington","pm25",2.19,2024-08-21 09:00:00,"µg/m³",-37.7784081,145.0306,"AU"
